Action,Prodid,Product Type,Merchandise Type,Product Title,Anchor Text,Spider URL,Amazon Title,Amazon Description,eBay Title,eBay Description,Sub Title,Screen Title,allow new brand,Brand,Description,Additional Description,Additional Description 2,Additional Description 3,Additional Description 4,Bullet Point,primary keyword,secondary keyword,tertiary keyword,META Description,META Keywords,General Image Tags,General Image,allow new category,Main Category,Main Category ID,Main Category Meta Title,Main Category Meta Keywords,Main Category Meta Description,Main Category Spider URL,Main Category Redirect URL,Main Category Image URL,Main Category Amazon Category,Main Category Amazon Category ID,Sub Category,Sub Category ID,Sub Category Meta Title,Sub Category Meta Keywords,Sub Category Meta Description,Sub Category Spider URL,Sub Category Redirect URL,Sub Category Image URL,Sub Category Amazon Category,Sub Category Amazon Category ID,Sub Category Ebay Category,Section Category,Section Category ID,Section Category Meta Title,Section Category Meta Keywords,Section Category Meta Description,Section Category Spider URL,Section Category Redirect URL,Section Category Image URL,Section Category Amazon Category,Section Category Amazon Category ID,Section Category Ebay Category,Cross sell main cat 1,Cross sell sub cat 1,Cross sell sec cat 1,Cross sell main cat 2,Cross sell sub cat 2,Cross sell sec cat 2,Cross sell main cat 3,Cross sell sub cat 3,Cross sell sec cat 3,Cross sell main cat 4,Cross sell sub cat 4,Cross sell sec cat 4,Cross sell main cat 5,Cross sell sub cat 5,Cross sell sec cat 5,Specifications,Featured,Supplier,Re-Order Supplier,Warehouse,Workflow,301 redirect,Hidden,internaluse,Processing Time,Combinable,Consolidatable,Shipping Type,Shipping Carrier 1,Shipping Carrier 2,Shipping Carrier 3,allowground,allow3day,allow2day,allownextday,allowinternational,Shipping Ground Rate,Shipping 3-Day Air Rate,Shipping 2-Day Air Rate,Shipping Next-Day Air Rate,Shipping Inter. North America,Shipping Inter. South America,Shipping Inter. Europe,Shipping Inter. Africa,Shipping Inter. Asia,Shipping Inter. Oceania,upsellids,upsellProdNames,Force Upsell,upsellProdQty,relatedProdIDs,relatedProdNames,File Attachments,Videos,Search Tags,Live Inventory,Min Qty,Max Qty,Qty Increments,Predefined Qty,Qty Discounts,Sort Priority,Out Of Stock Rule,Checkout rule,Show Prices To Public,Expedited,amazon affiliate asin,wholesale level,custom html above qty,custom html below thumbnail,custom html above upsells,custom html above price,custom html below price,custom html above image,custom html below product,custom html below image,auto responder,allow Sample,sample Price,sample Sufix,sample Ground Shipping,sample Inter Shipping,support ticket,pickup available,Application URL,Part Number Dependancies,Part Number,Manufacturer Part Number,UPC,EAN,ItemCondition,Application Specific Image,Application Specifications,Warning Note,Application Qty Discounts,MSRP,Jobber,Web Price,Cost Price,Item Weight,Item Height,Item Width,Item Length,Shipping Weight,Shipping Height,Shipping Width,Shipping Length,Primary Option Style,Primary Option Title,Primary Choice,Primary Option Position,Primary Option Parent,Primary Option Type,Primary Option ID,Second Option Style,Second option type,Second Option Title,Second Option Choice,Second Option Choice Parent,Second Option Part Number Ext,Application Specific Image 2,application specific image 2 tags,Third Option Style,Third Option Title,Third Option Choice,Third Option Choice Parent,Third Option Part Number Ext,Application Specific Image 3,application specific image 3 tags,Fourth Option Style,Fourth Option Title,Fourth Option Choice,Fourth Option Choice Parent,Fourth Option Part Number Ext,Application Specific Image 4,application specific image 4 tags,Fifth Option Style,Fifth Option Title,Fifth Option Choice,Fifth Option Choice Parent,Fifth Option Part Number Ext,Application Specific Image 5,application specific image 5 tags,Vehicle Make,Vehicle Model,Vehicle Sub Model,Start Year,End Year,Engine,Aspiration,Cylinder Type,Drive Type,Brakes,ABS,Transmission,Doors,Body Type,Bed Type,Navigation,Climate Control,Radio,Heated Seats,Sunroof,Vehicle Engine Options,Vehicle Interior Options,Vehicle Exterior Options,Vehicle Warning Note,Vehicle Description,Wheel Diameter,Wheel Width,Wheel Finish,Wheel BoltPattern,Wheel Offset,Wheel HubBore,Section Width,Aspect Ratio,Diameter,Speed Rating,Load Index,Tire Type,Load Range,Side Wall,xFactor,Check
,7,1,1,"750W EVGA® SuperNOVA 80 Plus Certified PSU","750W SuperNOVA 80 Plus Certified PSU","750w-evga-supernova-80-plus-certified-psu","","","","","","",1,"EVGA","<P>750W EVGA® SuperNOVA 80 Plus Certified PSU - GTX Titan X SLI Ready</P>","","","","","","","","","750W EVGA® SuperNOVA 80 Plus Certified PSU","750W EVGA® SuperNOVA 80 Plus Certified PSU","750W SuperNOVA 80 Plus Certified PSU","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=ec513f6e-8e8c-4c28-979b-41b8a7f501ce.jpg",1,"Power Supply","12","","","","power-supply","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-12.jpg&storeName=maingear&sid=5848","","","Power Supply","13","","","","power-supply","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/750w-evga-supernova-80-plus-certified-psu/Default.aspx",,"psu-evga-750w","110-B2-0750-VR","","","0",,,,,"95.20","95.20","95.20","95.20","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,8,1,1,"500W EVGA® 80 Plus Certified PSU","500W 80 Plus Certified PSU","500w-evga-80-plus-certified-psu","","","","","","",1,"EVGA","<P>500W EVGA® 80 Plus Certified PSU</P>","","","","","","","","","500W EVGA® 80 Plus Certified PSU","500W EVGA® 80 Plus Certified PSU","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=6fcdc67e-f9ce-4fd5-9eff-bb02f4465bc3.jpg",1,"Power Supply","12","","","","power-supply","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-12.jpg&storeName=maingear&sid=5848","","","Power Supply","13","","","","power-supply","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/500w-evga-80-plus-certified-psu/Default.aspx",,"spu-evga-500w","","","","0",,,,,"56.00","56.00","56.00","40.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,9,1,1,"AMD Radeon RX 480 8GB with FreeSync [TUNED FOR VR ]","Radeon RX 480 8GB with FreeSync [TUNED FOR VR ]","radeon-rx-480-8gb-with-freesynctuned-for-vr-","","","","","","",1,"AMD","<P>AMD Radeon RX 480 8GB with FreeSync&nbsp;[TUNED FOR VR ]</P>","","","","","GCN Architecture​: 4th Generation~!~Compute Units: 36~!~Stream Porcessors: 2304~!~Frame Buffer: 8 GB GDDR5~!~Memory Bandwidth: 224 GB/s or higher","","","","AMD Radeon RX 480 8GB with FreeSync [TUNED FOR VR ]","AMD Radeon RX 480 8GB with FreeSync [TUNED FOR VR ]","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=6ea0b974-5450-4ec7-ad5c-81409c5bb9c7.jpg",1,"Graphics Card","11","","","","graphics-card","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-11.jpg&storeName=maingear&sid=5848","","","Graphics Card","12","","","","graphics-card","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/radeon-rx-480-8gb-with-freesynctuned-for-vr-/Default.aspx",,"gpu-amd-480-8gb","900898","","","0",,,,,"308.00","308.00","308.00","220.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,10,1,1,"NVIDIA® GeForce™ GTX 1060 3GB GDDR5 with G-Sync","GTX 1060 3GB GDDR5 with G-Sync","nvidia-geforce-gtx-1060-3gb-gddr5-with-g-synctuned-for-vr-","","","","","","",1,"NVIDIA® GeForce","<P>NVIDIA GeForce GTX 1060 3GB</P>","","","","","GPU Architecture: Pascal~!~NVIDIA CUDA® Cores: 1152~!~Frame Buffer: 3 GB GDDR5~!~Memory Speed: 8 Gbps","","","","NVIDIA® GeForce™ GTX 1060 3GB GDDR5 with G-Sync [TUNED FOR VR ]","NVIDIA® GeForce™ GTX 1060 3GB GDDR5 with G-Sync [TUNED FOR VR ]","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=269615c1-240d-4e61-bde1-8b2b8f72b4d2.jpg",1,"Graphics Card","11","","","","graphics-card","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-11.jpg&storeName=maingear&sid=5848","","","Graphics Card","12","","","","graphics-card","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/nvidia-geforce-gtx-1060-3gb-gddr5-with-g-synctuned-for-vr-/Default.aspx",,"gpu-nvidia-1060-3gb","GTX 1060 3GT OC","","","0",,,,,"252.00","252.00","252.00","180.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,11,1,1,"16GB HyperX® FURY™ DDR4- 2666 (2x8GB)","16GB DDR4- 2666 (2x8GB)","16gb-hyperx-fury-ddr4-2666-2x8gb","","","","","","",1,"HyperX®","<P>16GB Kingston® FURY DDR4- 2666 (2x8GB) [Dual Channel]<BR></P>","","","","","","","","","16GB HyperX® FURY™ DDR4- 2666 (2x8GB)","16GB HyperX® FURY™ DDR4- 2666 (2x8GB)","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=730926e6-f700-4161-883b-3bf202821d34.jpg",1,"Memory","10","","","","memory","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-10.jpg&storeName=maingear&sid=5848","","","Memory","11","","","","memory","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/16gb-hyperx-fury-ddr4-2666-2x8gb/Default.aspx",,"memory-hyperx-2666-16gb","HX426C15FB/8","","","0",,,,,"137.90","137.90","137.90","98.50","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,12,1,1,"8GB HyperX® FURY™ DDR4- 2666 (2x4GB)","8GB DDR4- 2666 (2x4GB)","8gb-ddr4-2666-2x4gb","","","","","","",1,"HyperX®","<P>8GB Kingston® FURY DDR4- 2666 (2x4GB) [Dual Channel]</P>","","","","","","","","","8GB HyperX® FURY™ DDR4- 2666 (2x4GB)","8GB HyperX® FURY™ DDR4- 2666 (2x4GB)","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=25d1fc36-fdc7-4563-9166-643ecdea912d.jpg",1,"Memory","10","","","","memory","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-10.jpg&storeName=maingear&sid=5848","","","Memory","11","","","","memory","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/8gb-ddr4-2666-2x4gb/Default.aspx",,"memory-hyperx-2666-8GB","HX426C15FB/4","","","0",,,,,"64.75","64.75","64.75","46.25","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,13,1,1,"YES! - Redline Overclock My System!","YES! - Redline Overclock My System!","yes-redline-overclock-my-system","","","","","","",1,"MAIMGEAR","<P>MAINGEAR is able to increase the performance of your PC utilizing our Redline overclocking service. We increase the operating frequency of your processor to a safe level dictated by temperature and stability. The result is an increase in performance without having to spend money on a faster processor.</P>","","","","","","","","","YES! - Redline Overclock My System!","YES! - Redline Overclock My System!","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=33a14fe3-6b69-4e07-a2e1-21edd2d4f85b.jpg",1,"Redline Overclocking","9","","","","redline-overclocking","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-9.jpg&storeName=maingear&sid=5848","","","Redline Overclocking","10","","","","redline-overclocking","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/yes-redline-overclock-my-system/Default.aspx",,"redline-overlocking","","","","0",,,,,"49.00","49.00","49.00","49.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,14,1,1,"Intel® Turbo Boost Advanced Automatic Overclocking","Turbo Boost Advanced Automatic Overclocking","intel-turbo-boost-advanced-automatic-overclocking","","","","","","",1,"Intel","<P>Intel® Turbo Boost Technology is one of the many exciting new features that Intel has built into latest-generation Intel® microarchitecture (codenamed Nehalem). It automatically allows processor cores to run faster than the base operating frequency if it's operating below power, current, and temperature specification limits.</P> <P>The maximum frequency of Intel® Turbo Boost Technology is dependent on the number of active cores. The amount of time the processor spends in the Intel Turbo Boost Technology state depends on the workload and operating environment, providing the performance you need, when and where you need it.</P> <P>Any of the following can set the upper limit of Intel Turbo Boost Technology on a given workload:</P> <UL> <LI>Number of active cores</LI> <LI>Estimated current consumption</LI> <LI>Estimated power consumption</LI> <LI>Processor temperature</LI></UL> <P>When the processor is operating below these limits and the user's workload demands additional performance, the processor frequency will dynamically increase by 133 MHz on short and regular intervals until the upper limit is met or the maximum possible upside for the number of active cores is reached. Conversely, when any of the limits are reached or exceeded, the processor frequency will automatically decrease by 133 MHz until the processor is again operating within its limits.</P>","","","","","","","","","Intel® Turbo Boost Advanced Automatic Overclocking","Intel® Turbo Boost Advanced Automatic Overclocking","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=a980b1fe-b790-4672-965c-6bf25587aa36.jpg",1,"Redline Overclocking","9","","","","redline-overclocking","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-9.jpg&storeName=maingear&sid=5848","","","Redline Overclocking","10","","","","redline-overclocking","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/intel-turbo-boost-advanced-automatic-overclocking/Default.aspx",,"redline-inteltb","","","","0",,,,,"100.00","100.00","100.00","100.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,15,1,1,"MAINGEAR EPIC 240 Supercooler","EPIC 240 Supercooler","maingear-epic-240-supercooler","","","","","","",1,"MAIMGEAR","<P>MAINGEAR EPIC 240 Supercooler</P>","","","","","","","","","MAINGEAR EPIC 240 Supercooler","MAINGEAR EPIC 240 Supercooler","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=82fee7f4-7029-4b1f-ac06-92bb3caaccb4.jpg",1,"Processor Cooling","7","","","","processor-cooling","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-7.jpg&storeName=maingear&sid=5848","","","Closed Looped Cooling","8","","","","closed-looped-cooling","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=s-8.jpg&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/maingear-epic-240-supercooler/Default.aspx",,"cooling-liquid-240","ECO II-240","","","0",,,,,"99.00","99.00","99.00","99.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,16,1,1,"MAINGEAR Certified Intel® Retail Cooler","MAINGEAR Certified Retail Cooler","maingear-certified-intel-retail-cooler","","","","","","",1,"Intel","<P>MAINGEAR Certified Intel® Retail Cooler</P>","","","","","","","","","MAINGEAR Certified Intel® Retail Cooler","MAINGEAR Certified Intel® Retail Cooler","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=b7b0e212-b025-4677-ba39-80913b12e02b.jpg",1,"Processor Cooling","7","","","","processor-cooling","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-7.jpg&storeName=maingear&sid=5848","","","Air Cooling","7","","","","air-cooling","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=s-7.jpg&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",1,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/maingear-certified-intel-retail-cooler/Default.aspx",,"cooling-air-intel","","","","0",,,,,"10.00","10.00","10.00","10.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,17,1,1,"Intel® Core™ i5 7600K 3.8GHz/4.2GHz Turbo QUAD Core CPU 8MB L3 Cache","Core™ i5 7600K 3.8GHz/4.2GHz Turbo QUAD Core CPU 8MB L3 Cache","core-i5-7600k-38ghz42ghz-turbo-quad-core-cpu-8mb-l3-cache","","","","","","",1,"Intel","<P>Intel® Core i5 7600K 3.8GHz/4.2GHz Turbo QUAD Core CPU 8MB L3 Cache</P>","","","","","","","","","Intel® Core™ i5 7600K 3.8GHz/4.2GHz Turbo QUAD Core CPU 8MB L3 Cache","Intel® Core™ i5 7600K 3.8GHz/4.2GHz Turbo QUAD Core CPU 8MB L3 Cache","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=e49aee23-817c-44b4-a8dd-8e865249ce46.jpg",1,"Processor","6","","","","processor","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-6.jpg&storeName=maingear&sid=5848","","","Processor","6","","","","processor","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/core-i5-7600k-38ghz42ghz-turbo-quad-core-cpu-8mb-l3-cache/Default.aspx",,"cpu-intel-kl-7600k","BX80677I57600K","","","0",,,,,"327.95","327.95","327.95","327.95","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,18,1,1,"MSI Z270 PC Mate","Z270 PC Mate","z270-pc-mate","","","","","","",1,"MSI","<P>Intel LAN, 2*Turbo M.2, 6*FAN Header, USB 3.1 Gen 2 with Type-A+C, PCI-E/DDR4/M.2 Steel Armor, VR Boost, Audio Boost w/ White LED</P>","","","","","","","","","MSI Z270 PC Mate","MSI Z270 PC Mate","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=b6d09eba-2478-4c16-a2e1-f2a830a30c24.jpg",1,"Motherboard","5","","","","motherboard","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-5.jpg&storeName=maingear&sid=5848","","","z270","35","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=s-35.jpg&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"Item Spec##Model~Z270 PC MATE~1^CPU Socket Type~LGA 1151~1^CPU Type~Core i7 / i5 / i3 / Pentium / Celeron (LGA1151)~1^Chipset~Intel Z270~1^Number of Memory Slots~4Ч288pin~1^Memory Standard~DDR4 3600(OC)/ 3200(OC)/ 3000(OC)/ 2800(OC)/ 2600(OC)/ 2400/ 2133~1^Maximum Memory Supported~64GB~1^Form Factor~ATX~1",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/z270-pc-mate/Default.aspx",,"mobo-z270-msi-pcmate","MSI Z270 PC Mate","","","0",,,,,"131.60","131.60","131.60","94.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,19,2,1,"Austin Yellow and Alpine White - glossy finish","Austin Yellow and Alpine White - glossy finish","austin-yellow-and-alpine-white-glossy-finish","","","","","","",1,"MAIMGEAR","<P>Austin Yellow and Alpine White - automotive paint finish</P>","","","","","","","","","Austin Yellow and Alpine White - glossy finish","Austin Yellow and Alpine White - glossy finish","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=e90c224b-fb7a-4a98-9133-9b1f8d862fe4.jpg",1,"Exterior Finish","3","","","","exterior-finish","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-3.jpg&storeName=maingear&sid=5848","","","Exterior Finish","3","","","","exterior-finish","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",1,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/austin-yellow-and-alpine-white-glossy-finish/Default.aspx?gfid=p19-o6",,"paint-ext-yellow","","","","0","https://www.maingear.com/ShowProductImage.aspx?ImgType=OptionImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=486b9916-5006-492e-a4e0-4e15e40f0e29.jpg","","","","499.00","499.00","499.00","499.00","1","1","1","1","1","1","1","1","0","Color","Austin Yellow","1","","0","6","-1","","","","","","","","-1","","","","","","","-1","","","","","","","-1","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
