Action,Prodid,Product Type,Merchandise Type,Product Title,Anchor Text,Spider URL,Amazon Title,Amazon Description,eBay Title,eBay Description,Sub Title,Screen Title,allow new brand,Brand,Description,Additional Description,Additional Description 2,Additional Description 3,Additional Description 4,Bullet Point,primary keyword,secondary keyword,tertiary keyword,META Description,META Keywords,General Image Tags,General Image,allow new category,Main Category,Main Category ID,Main Category Meta Title,Main Category Meta Keywords,Main Category Meta Description,Main Category Spider URL,Main Category Redirect URL,Main Category Image URL,Main Category Amazon Category,Main Category Amazon Category ID,Sub Category,Sub Category ID,Sub Category Meta Title,Sub Category Meta Keywords,Sub Category Meta Description,Sub Category Spider URL,Sub Category Redirect URL,Sub Category Image URL,Sub Category Amazon Category,Sub Category Amazon Category ID,Sub Category Ebay Category,Section Category,Section Category ID,Section Category Meta Title,Section Category Meta Keywords,Section Category Meta Description,Section Category Spider URL,Section Category Redirect URL,Section Category Image URL,Section Category Amazon Category,Section Category Amazon Category ID,Section Category Ebay Category,Cross sell main cat 1,Cross sell sub cat 1,Cross sell sec cat 1,Cross sell main cat 2,Cross sell sub cat 2,Cross sell sec cat 2,Cross sell main cat 3,Cross sell sub cat 3,Cross sell sec cat 3,Cross sell main cat 4,Cross sell sub cat 4,Cross sell sec cat 4,Cross sell main cat 5,Cross sell sub cat 5,Cross sell sec cat 5,Specifications,Featured,Supplier,Re-Order Supplier,Warehouse,Workflow,301 redirect,Hidden,internaluse,Processing Time,Combinable,Consolidatable,Shipping Type,Shipping Carrier 1,Shipping Carrier 2,Shipping Carrier 3,allowground,allow3day,allow2day,allownextday,allowinternational,Shipping Ground Rate,Shipping 3-Day Air Rate,Shipping 2-Day Air Rate,Shipping Next-Day Air Rate,Shipping Inter. North America,Shipping Inter. South America,Shipping Inter. Europe,Shipping Inter. Africa,Shipping Inter. Asia,Shipping Inter. Oceania,upsellids,upsellProdNames,Force Upsell,upsellProdQty,relatedProdIDs,relatedProdNames,File Attachments,Videos,Search Tags,Live Inventory,Min Qty,Max Qty,Qty Increments,Predefined Qty,Qty Discounts,Sort Priority,Out Of Stock Rule,Checkout rule,Show Prices To Public,Expedited,amazon affiliate asin,wholesale level,custom html above qty,custom html below thumbnail,custom html above upsells,custom html above price,custom html below price,custom html above image,custom html below product,custom html below image,auto responder,allow Sample,sample Price,sample Sufix,sample Ground Shipping,sample Inter Shipping,support ticket,pickup available,Application URL,Part Number Dependancies,Part Number,Manufacturer Part Number,UPC,EAN,ItemCondition,Application Specific Image,Application Specifications,Warning Note,Application Qty Discounts,MSRP,Jobber,Web Price,Cost Price,Item Weight,Item Height,Item Width,Item Length,Shipping Weight,Shipping Height,Shipping Width,Shipping Length,Primary Option Style,Primary Option Title,Primary Choice,Primary Option Position,Primary Option Parent,Primary Option Type,Primary Option ID,Second Option Style,Second option type,Second Option Title,Second Option Choice,Second Option Choice Parent,Second Option Part Number Ext,Application Specific Image 2,application specific image 2 tags,Third Option Style,Third Option Title,Third Option Choice,Third Option Choice Parent,Third Option Part Number Ext,Application Specific Image 3,application specific image 3 tags,Fourth Option Style,Fourth Option Title,Fourth Option Choice,Fourth Option Choice Parent,Fourth Option Part Number Ext,Application Specific Image 4,application specific image 4 tags,Fifth Option Style,Fifth Option Title,Fifth Option Choice,Fifth Option Choice Parent,Fifth Option Part Number Ext,Application Specific Image 5,application specific image 5 tags,Vehicle Make,Vehicle Model,Vehicle Sub Model,Start Year,End Year,Engine,Aspiration,Cylinder Type,Drive Type,Brakes,ABS,Transmission,Doors,Body Type,Bed Type,Navigation,Climate Control,Radio,Heated Seats,Sunroof,Vehicle Engine Options,Vehicle Interior Options,Vehicle Exterior Options,Vehicle Warning Note,Vehicle Description,Wheel Diameter,Wheel Width,Wheel Finish,Wheel BoltPattern,Wheel Offset,Wheel HubBore,Section Width,Aspect Ratio,Diameter,Speed Rating,Load Index,Tire Type,Load Range,Side Wall,xFactor,Check
,19,2,1,"Austin Yellow and Alpine White - glossy finish","Austin Yellow and Alpine White - glossy finish","austin-yellow-and-alpine-white-glossy-finish","","","","","","",1,"MAIMGEAR","<P>Austin Yellow and Alpine White - automotive paint finish</P>","","","","","","","","","Austin Yellow and Alpine White - glossy finish","Austin Yellow and Alpine White - glossy finish","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=e90c224b-fb7a-4a98-9133-9b1f8d862fe4.jpg",1,"Exterior Finish","3","","","","exterior-finish","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-3.jpg&storeName=maingear&sid=5848","","","Exterior Finish","3","","","","exterior-finish","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",1,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/austin-yellow-and-alpine-white-glossy-finish/Default.aspx?gfid=p19-o7",,"paint-ext-white","","","","0","","","","","499.00","499.00","499.00","499.00","1","1","1","1","1","1","1","1","0","Color","Alpine White","1","","0","7","-1","","","","","","","","-1","","","","","","","-1","","","","","","","-1","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,20,1,1,"VYBE Compact Mid-Tower Case","Compact Mid-Tower Case","vybe-compact-mid-tower-case","","","","","","",1,"VYBE","<P>VYBE Compact Mid-Tower Case</P>","","","","","","","","","VYBE Compact Mid-Tower Case","VYBE Compact Mid-Tower Case","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=605bfa20-203f-4a9b-a297-3c245d9e8038.jpg",1,"Chassis","2","","","","chassis","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-2.jpg&storeName=maingear&sid=5848","","","Chassis","2","","","","chassis","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/vybe-compact-mid-tower-case/Default.aspx",,"chassis-nzxt-s340","S340","","","0",,,,,"109.90","109.90","109.90","78.50","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,21,1,1,"ASUS H110M-A","H110M-A","h110m-a","","","","","","",1,"ASUS","<P>ASUS H110M-A (no overclocking)</P>","","","","","","","","","ASUS H110M-A","ASUS H110M-A","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=89307692-b687-42bf-8724-cac63e5c652d.jpg",1,"Motherboard","5","","","","motherboard","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-5.jpg&storeName=maingear&sid=5848","","","H110","34","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=s-34.jpg&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/h110m-a/Default.aspx",,"mobo-h110-asus-h110m","ASUS H110M-A","","","0",,,,,"75.60","75.60","75.60","54.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,22,1,1,"Intel® Core™ i5 7500 3.4GHz/3.68GHz Turbo QUAD Core CPU 6MB L3 Cache","Core™ i5 7500 3.4GHz/3.68GHz Turbo QUAD Core CPU 6MB L3 Cache","intel-core-i5-7500-34ghz368ghz-turbo-quad-core-cpu-6mb-l3-cache","","","","","","",1,"Intel","<P>Intel® Core i5 7500 3.4GHz/3.68GHz Turbo QUAD Core CPU 6MB L3 Cache</P>","","","","","","","","","Intel® Core™ i5 7500 3.4GHz/3.68GHz Turbo QUAD Core CPU 6MB L3 Cache","Intel® Core™ i5 7500 3.4GHz/3.68GHz Turbo QUAD Core CPU 6MB L3 Cache","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=e7f46398-52c4-42e0-b3b3-2af7e99720a4.jpg",1,"Processor","6","","","","processor","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-6.jpg&storeName=maingear&sid=5848","","","Processor","6","","","","processor","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/intel-core-i5-7500-34ghz368ghz-turbo-quad-core-cpu-6mb-l3-cache/Default.aspx",,"cpu-intel-kl-7500","BX80677I57500","","","0",,,,,"273.35","273.35","273.35","195.25","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,24,1,1,"Remote Control Color Change LED Light Strip","Remote Control Color Change LED Light Strip","remote-control-color-change-led-light-strip","","","","","","",1,"MAIMGEAR","<P>Remote Control Color Change LED Light Strip</P>","","","","","","","","","Remote Control Color Change LED Light Strip","Remote Control Color Change LED Light Strip","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=de4b9870-3e6a-450a-842a-a25459b41015.jpg",1,"Chassis Lighting","4","","","","chassis-lighting","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-4.jpg&storeName=maingear&sid=5848","","","Chassis Lighting","4","","","","chassis-lighting","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/remote-control-color-change-led-light-strip/Default.aspx",,"lighting-rgb","CM-LED-30-F60KRGB-RK","","","0",,,,,"49.00","49.00","49.00","14.35","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,25,1,1,"8X Asus® DVD Burner External USB 2.0","8X DVD Burner External USB 2.0","8x-asus-dvd-burner-external-usb-20","","","","","","",1,"ASUS","<P>DVD+R : 8X DVD-R : 8X DVD+RW : 8X DVD-RW : 8X DVD-ROM : 8X DVD+R(DL) : 8X DVD-R(DL) : 8X DVD-ROM(DL) : 8X DVD-RAM : 5X CD-R : 24X CD-RW : 24X CD-ROM : 24X DVD Video Playback : 4X VCD Playback : 10X Write Speed DVD+R : 8X DVD-R : 8X DVD+RW : 8X DVD-RW : 6X DVD+R(DL) : 6X DVD-R (DL) : 6X DVD-RAM : 5X CD-R : 24X CD-RW : 16X Writing Mode DVD+R &amp; DVD+R (DL) : Sequential Write DVD-R &amp; DVD-R(DL) : DAO/Incremental Recording DVD+RW : Random Write DVD-RW : DAO/Restricted Overwrite/Incremental Recording DVD-RAM : Random Write CD-R/RW : DAO/TAO/SAO/Packet Write Access time DVD : 160 ms CD : 140 ms Interface USB 2.0 Data Buffer 1 MB OS Support Windows 7 Windows Vista Windows XP Mac OS X 10.5 or higher System Requirements Processor: Intel Pentium 4 20GHz or AMD Athlon 2100+ or higher Memory: 512MB or more is recommended HDD: 10 GB or more Software Cyberlink Power2Go E-Green Disc Formats Audio CD, Video CD, CD-I, CD-Extra, Photo CD, CD-Text, CD-ROM/XA, Multi-session CD, DVD Video Disc Diameters 12cm/8cm Mounting Orientation Vertical and Horizontal (+5 -5 ) Dimensions 157 x 142 x 21 cm (LxWxH) Weight 313 g 353 g (With Stand) Power USB Power +5V 5% Temperature Operating : 5 to 40 Storage : -30 to 60 Humidity Operating : 15 % 80 % (Non-condensing)</P>","","","","","","","","","8X Asus® DVD Burner External USB 2.0","8X Asus® DVD Burner External USB 2.0","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=5d384635-b720-4a2a-ae5a-69814a63c555.jpg",1,"Optical Drive","21","","","","optical-drive","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-21.jpg&storeName=maingear&sid=5848","","","External","26","","","","external","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/8x-asus-dvd-burner-external-usb-20/Default.aspx",,"opitcial-dvd-asus-ext","SDRW08D2SUBGACI","","","0",,,,,"36.40","36.40","36.40","26.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,26,1,1,"12X Asus® Blu-ray Burner External USB 2","12X Blu-ray Burner External USB 2","12x-asus-blu-ray-burner-external-usb-2","","","","","","",1,"AMD","<P>SupportWindows® 7<BR>Windows® Vista<BR>Windows® XP<BR>Windows® Server 2003<BR>Windows® Server 2008System RequirementsCPU: Intel Pentium® D 945(3.4GHz) or higher<BR>RAM:1GB or more is recommended<BR>Graphics Card: NVIDIA® GeForce 7600 GT or ATI X1600 series or above<BR>Use HDCP Compatible display and VGA card to High Definition digital outputSoftwareCyberlink Power2Go 7<BR>Cyberlink PowerDVD 10 with Magic Cinema<BR>Cyberlink PowerBackup 2.5<BR>Cyberlink InstantBurn 5Disc FormatsAudio CD, Video CD, CD-I, CD-Extra, Photo CD, CD-Text, CD-ROM/XA, Multi-session CD, DVD Video, BD videoDisc Diameters12cm/8cmMounting OrientationVertical and Horizontal (+5° ~ -5°</P>","","","","","","","","","12X Asus® Blu-ray Burner External USB 2","12X Asus® Blu-ray Burner External USB 2","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=04831c25-3db2-4a90-b2df-b461c0f09ab8.jpg",1,"Optical Drive","21","","","","optical-drive","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-21.jpg&storeName=maingear&sid=5848","","","External","26","","","","external","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"Item Spec##BD-R~8X~1^BD-RE~8X~1^BD-ROM~8X~1^BD-R(DL)~8X~1^BD-RE(DL)~6X~1^BD-ROM(DL)~8X~1^DVD+R~16X~1^DVD-R~16X~1^DVD+RW~12X~1^DVD-RW~12X~1^DVD-ROM~16X~1^DVD+R(DL)~12X~1^DVD-R(DL)~12X~1^DVD-ROM(DL)~12X~1^DVD-RAM~5X~1^CD-R~40X~1^CD-RW~24X~1^CD-ROM~40X~1^DVD Video Playback~5X~1^VCD Playback~ 9.3X~1^Audio CD Playback~9.3X~1^DVD+R & DVD+R (DL)~Sequential Write~1^DVD-R & DVD-R(DL)~DAO/Incremental Recording~1^CD-R/RW~DAO/TAO/SAO/Packet WriteAccess timeBD(SL/DL)~1^Storage~10 % ~ 90 %~1^HumidityOperating~15 % ~ 80 %~1^2ATemperatureOperating~5 ℃ to 40 ℃~1^Dimensions~243 x 165 x 63 cm~1^Weight~1160 g~1",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/12x-asus-blu-ray-burner-external-usb-2/Default.aspx",,"opitcial-bd-asus-ext","BW-12D1S-U/BLK/G/AS","","","0",,,,,"127.40","127.40","127.40","91.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,27,1,1,"On Board High Definition 8-Channel Audio","On Board High Definition 8-Channel Audio","on-board-high-definition-8-channel-audio","","","","","","",1,"MAIMGEAR","<P>On Board High Definition 8-Channel Audio</P>","","","","","","","","","On Board High Definition 8-Channel Audio","On Board High Definition 8-Channel Audio","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=2424251b-11d3-4110-b598-ba67c8646569.jpg",1,"Audio","15","","","","audio","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-15.jpg&storeName=maingear&sid=5848","","","Audio","20","","","","audio","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/on-board-high-definition-8-channel-audio/Default.aspx",,"audio-onboard","","","","0",,,,,"45.00","45.00","45.00","45.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,28,1,1,"Asus® Xonar DGX PCI-Express 5.1 Audio Featuring Dolby Technology","Xonar DGX PCI-Express 5.1 Audio Featuring Dolby Technology","asus-xonar-dgx-pci-express-51-audio-featuring-dolby-technology","","","","","","",1,"ASUS","<P><STRONG>Hear All, Dominate All!</STRONG></P> <P><STRONG>Optimized for immersive gaming action through precision audio</STRONG><BR>The Xonar DGX audio card combines Dolby® Headphone 5.1 high definition surround with the ASUS-exclusive GX 2.5 gaming audio engine and an on-board headphone amplifier. These result in accurate and deep audio that brings every nuance and sound across fully, making the new Xonar DGX 5.1 an ideal audio card for gamers who want to remain totally aware of their play environments.</P>","","","","","","","","","Asus® Xonar DGX PCI-Express 5.1 Audio Featuring Dolby Technology","Asus® Xonar DGX PCI-Express 5.1 Audio Featuring Dolby Technology","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=407a98ae-526d-4907-8113-07abb3cca6c1.jpg",1,"Audio","15","","","","audio","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-15.jpg&storeName=maingear&sid=5848","","","Audio","20","","","","audio","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/asus-xonar-dgx-pci-express-51-audio-featuring-dolby-technology/Default.aspx",,"audio-asus-xonardgx","SN-XONARDGX","","","0",,,,,"49.00","49.00","49.00","35.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,29,1,1,"ASUS PCE-AC68 Dual-band PCI-E Wireless-AC1900","PCE-AC68 Dual-band PCI-E Wireless-AC1900","asus-pce-ac68-dual-band-pci-e-wireless-ac1900","","","","","","",1,"ASUS","<P>ASUS 802.11ac Dual-band Wireless-AC1900 PCI-E Adapter</P>","","","","","5th generation 802.11ac chipset gives you dual-band,2.4GHz/5GHz for up to super-fast 1.30Gbps~!~Flexible extended antenna placement helps you pinpoint the best reception in your environment.~!~Instant Wi-Fi upgrade for your desktop: no more messy Ethernet cables needed.~!~High-power design clears up dead zones with 150% greater coverage~!~Custom heatsink dissipates heat for more stable and reliable non-stop operation","","","","ASUS PCE-AC68 Dual-band PCI-E Wireless-AC1900","ASUS PCE-AC68 Dual-band PCI-E Wireless-AC1900","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=0a124592-c331-460a-b052-00c1cdb1521c.jpg",1,"Wireless","16","","","","wireless","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-16.jpg&storeName=maingear&sid=5848","","","Wireless","21","","","","wireless","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/asus-pce-ac68-dual-band-pci-e-wireless-ac1900/Default.aspx",,"wireless-int-asus-ac1900","PCE-AC68","","","0",,,,,"131.60","131.60","131.60","94.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,30,1,1,"Asus USB-AC56R AC1300 USB 3.0 adapter","USB-AC56R AC1300 USB 3.0 adapter","usb-ac56r-ac1300-usb-30-adapter","","","","","","",1,"ASUS","<P>Dual-band Wireless-AC1300 USB 3.0 Wi-Fi Adapter</P>","","","","","Next-generation 802.11ac Wi-Fi — up to three times faster than 2x2 802.11n adapters~!~Selectable 5GHz/2.4GHz dual bands increase signal clarity for better HD multimedia~!~AiRadar technology provides a stronger signal over greater distances~!~External high-gain antenna for 150% stronger Wi-Fi signal~!~USB 3.0 connection for high-performance wireless networking with desktop and notebook PCs","","","","Asus USB-AC56R AC1300 USB 3.0 adapter","Asus USB-AC56R AC1300 USB 3.0 adapter","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=651cd677-fba9-4851-bd8a-52bac082f1ba.jpg",1,"Wireless","16","","","","wireless","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-16.jpg&storeName=maingear&sid=5848","","","Wireless","21","","","","wireless","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/usb-ac56r-ac1300-usb-30-adapter/Default.aspx",,"wireless-ext-asus-ac1300","USB-AC56R","","","0",,,,,"89.60","89.60","89.60","64.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,31,1,1,"Microsoft Windows 10 Home 64-bit","Windows 10 Home 64-bit","windows-10-home-64-bit","","","","","","",1,"Microsoft","<P>Microsoft Windows 10 Home 64-bit</P>","","","","","","","","","Microsoft Windows 10 Home 64-bit","Microsoft Windows 10 Home 64-bit","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=2c7c5f8c-c44d-47cf-826f-f49863a1e850.jpg",1,"Operating System","17","","","","operating-system","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-17.jpg&storeName=maingear&sid=5848","","","Operating System","22","","","","operating-system","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/windows-10-home-64-bit/Default.aspx",,"os-windows-10-hp","WN10-KW9-00140","","","0",,,,,"99.00","99.00","99.00","82.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
